,ip,count,country,city,region,latitude,longitude,loc,org,postal,timezone,country_name,hostname,bogon,anycast
1167,81.45.52.11,42,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,11.red-81-45-52.staticip.rima-tde.net,,
1168,81.45.52.193,42,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,193.red-81-45-52.staticip.rima-tde.net,,
1169,83.61.241.37,42,ES,A Coruña,Galicia,43.3713,-8.3960,"43.3713,-8.3960",AS3352 TELEFONICA DE ESPANA,15190,Europe/Madrid,Spain,37.red-83-61-241.dynamicip.rima-tde.net,,
1170,180.76.6.20,42,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1171,180.76.5.155,42,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-155.crawl.baidu.com,,
1172,190.91.95.13,42,CL,Santiago,Santiago Metropolitan,-33.4569,-70.6483,"-33.4569,-70.6483",AS27925 Entel PCS Telecomunicaciones S.A.,8320000,America/Santiago,Chile,client-190-91-95-13.imovil.entelpcs.cl,,
1173,31.4.178.110,42,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,31-4-178-110.red-acceso.airtel.net,,
1174,46.19.86.155,42,IL,Tel Aviv,Tel Aviv,32.0809,34.7806,"32.0809,34.7806",AS16116 Pelephone Communications Ltd.,,Asia/Jerusalem,Israel,,,
1175,199.30.20.208,42,US,Boydton,Virginia,36.6676,-78.3875,"36.6676,-78.3875",AS8075 Microsoft Corporation,23917,America/New_York,United States,msnbot-199-30-20-208.search.msn.com,,
1176,65.55.217.223,41,US,Boydton,Virginia,36.6676,-78.3875,"36.6676,-78.3875",AS8075 Microsoft Corporation,23917,America/New_York,United States,msnbot-65-55-217-223.search.msn.com,,
1177,37.14.223.190,41,ES,Castelló de la Plana,Valencia,39.9857,-0.0493,"39.9857,-0.0493",AS12479 Orange Espagne SA,12550,Europe/Madrid,Spain,190.223.14.37.dynamic.jazztel.es,,
1178,81.45.55.137,41,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,137.red-81-45-55.staticip.rima-tde.net,,
1179,93.186.23.113,41,DE,Viersen,North Rhine-Westphalia,51.2544,6.3944,"51.2544,6.3944",AS18705 BlackBerry Limited,41747,Europe/Berlin,Germany,93-186-23-113.rdns.blackberry.net,,
1180,85.152.64.112,41,ES,Oviedo,Asturias,43.3603,-5.8448,"43.3603,-5.8448","AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.",33001,Europe/Madrid,Spain,cm-staticip-85-152-64-112.telecable.es,,
1181,180.76.5.29,41,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-29.crawl.baidu.com,,
1182,180.76.6.62,41,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1183,212.170.176.111,41,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS3352 TELEFONICA DE ESPANA,41001,Europe/Madrid,Spain,111.red-212-170-176.staticip.rima-tde.net,,
1184,84.127.64.211,41,ES,Torrent,Valencia,39.4370,-0.4655,"39.4370,-0.4655","AS6739 VODAFONE ONO, S.A.",46900,Europe/Madrid,Spain,84.127.64.211.dyn.user.ono.com,,
1185,180.76.5.192,41,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-192.crawl.baidu.com,,
1186,180.76.5.63,41,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-63.crawl.baidu.com,,
1187,180.76.5.158,41,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-158.crawl.baidu.com,,
1188,180.76.5.24,40,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-24.crawl.baidu.com,,
1189,146.18.173.105,40,US,Collierville,Tennessee,35.0551,-89.6767,"35.0551,-89.6767",AS7726 FedEx Internet Technologies Corporation,38017,America/Chicago,United States,mwg-w05.infosec.fedex.com,,
1190,79.153.119.82,40,ES,El Prat de Llobregat,Catalonia,41.3278,2.0947,"41.3278,2.0947",AS3352 TELEFONICA DE ESPANA,08820,Europe/Madrid,Spain,82.red-79-153-119.dynamicip.rima-tde.net,,
1191,180.76.6.37,40,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1192,157.55.36.54,40,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,,,
1193,180.76.6.41,40,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1194,180.76.6.138,40,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1195,180.76.6.141,40,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1196,199.30.20.218,40,US,Boydton,Virginia,36.6676,-78.3875,"36.6676,-78.3875",AS8075 Microsoft Corporation,23917,America/New_York,United States,msnbot-199-30-20-218.search.msn.com,,
1197,180.76.5.189,40,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-189.crawl.baidu.com,,
1198,92.58.136.35,40,ES,Alicante,Valencia,38.3452,-0.4815,"38.3452,-0.4815",AS12479 Orange Espagne SA,03001,Europe/Madrid,Spain,,,
1199,79.154.192.230,40,ES,Cerdanyola del Vallès,Catalonia,41.4911,2.1408,"41.4911,2.1408",AS3352 TELEFONICA DE ESPANA,08290,Europe/Madrid,Spain,230.red-79-154-192.dynamicip.rima-tde.net,,
1200,83.32.167.230,40,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,230.red-83-32-167.dynamicip.rima-tde.net,,
1201,180.76.6.136,40,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1202,180.76.5.190,40,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-190.crawl.baidu.com,,
1203,157.56.92.172,40,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
1204,31.4.212.43,40,ES,Las Palmas de Gran Canaria,Canary Islands,28.0997,-15.4134,"28.0997,-15.4134",AS12430 VODAFONE ESPANA S.A.U.,35001,Atlantic/Canary,Spain,31-4-212-43.red-acceso.airtel.net,,
1205,180.76.5.149,40,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-149.crawl.baidu.com,,
1206,84.124.18.210,40,ES,El Ejido,Andalusia,36.7763,-2.8146,"36.7763,-2.8146","AS6739 VODAFONE ONO, S.A.",04700,Europe/Madrid,Spain,correo.vicasol.com,,
1207,90.174.2.171,40,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,,,
1208,88.8.201.76,39,ES,Chiclana de la Frontera,Andalusia,36.4198,-6.1437,"36.4198,-6.1437",AS3352 TELEFONICA DE ESPANA,11130,Europe/Madrid,Spain,76.red-88-8-201.dynamicip.rima-tde.net,,
1209,180.76.6.155,39,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1210,180.76.5.27,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-27.crawl.baidu.com,,
1211,180.76.5.151,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-151.crawl.baidu.com,,
1212,81.45.52.228,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,228.red-81-45-52.staticip.rima-tde.net,,
1213,181.196.179.2,39,EC,Quito,Pichincha,-0.2298,-78.5250,"-0.2298,-78.5250",AS28006 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,,America/Guayaquil,Ecuador,2.179.196.181.static.anycast.cnt-grms.ec,,
1214,180.76.5.25,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-25.crawl.baidu.com,,
1215,212.79.145.77,39,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732","AS6739 VODAFONE ONO, S.A.",41001,Europe/Madrid,Spain,212.79.145.77.static.user.ono.com,,
1216,31.4.210.153,39,ES,Las Palmas de Gran Canaria,Canary Islands,28.0997,-15.4134,"28.0997,-15.4134",AS12430 VODAFONE ESPANA S.A.U.,35001,Atlantic/Canary,Spain,31-4-210-153.red-acceso.airtel.net,,
1217,85.60.237.93,39,ES,Vilagarcía de Arousa,Galicia,42.5963,-8.7643,"42.5963,-8.7643",AS12479 Orange Espagne SA,36600,Europe/Madrid,Spain,93.pool85-60-237.dynamic.orange.es,,
1218,180.76.5.177,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-177.crawl.baidu.com,,
1219,69.171.248.2,39,US,Ashburn,Virginia,39.0437,-77.4875,"39.0437,-77.4875","AS32934 Facebook, Inc.",20147,America/New_York,United States,,,
1220,180.76.5.22,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-22.crawl.baidu.com,,
1221,87.221.83.151,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,151.83.221.87.dynamic.jazztel.es,,
1222,84.123.179.37,39,ES,Andoain,Basque Country,43.2166,-2.0253,"43.2166,-2.0253","AS6739 VODAFONE ONO, S.A.",20140,Europe/Madrid,Spain,84.123.179.37.dyn.user.ono.com,,
1223,180.76.5.157,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-157.crawl.baidu.com,,
1224,180.76.5.39,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-39.crawl.baidu.com,,
1225,180.76.6.43,39,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1226,81.35.208.121,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,121.red-81-35-208.dynamicip.rima-tde.net,,
1227,85.251.70.176,39,ES,Cerdanyola del Vallès,Catalonia,41.4911,2.1408,"41.4911,2.1408","AS6739 VODAFONE ONO, S.A.",08290,Europe/Madrid,Spain,85.251.70.176.dyn.user.ono.com,,
1228,81.45.55.240,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,240.red-81-45-55.staticip.rima-tde.net,,
1229,195.53.125.133,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,195-53-125-133.rad.tsai.es,,
1230,81.47.162.157,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,licencias.cype.com,,
1231,212.142.204.251,39,ES,Bilbao,Basque Country,43.2627,-2.9253,"43.2627,-2.9253",AS12338 Euskaltel S.A.,48001,Europe/Madrid,Spain,251.212-142-204.dynamic.clientes.euskaltel.es,,
1232,157.55.33.21,39,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
1233,201.141.122.37,39,MX,Mexico City,Mexico City,19.4285,-99.1277,"19.4285,-99.1277","AS28548 Cablevisión, S.A. de C.V.",03020,America/Mexico_City,Mexico,customer-201-141-122-37.cablevision.net.mx,,
1234,180.76.5.94,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-94.crawl.baidu.com,,
1235,180.76.5.58,39,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-58.crawl.baidu.com,,
1236,194.179.55.199,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,,,
1237,46.26.46.212,39,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,static-212-46-26-46.ipcom.comunitel.net,,
1238,180.76.6.66,39,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1239,84.232.113.122,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS29119 ServiHosting Networks S.L.,28001,Europe/Madrid,Spain,,,
1240,92.40.250.88,38,GB,London,England,51.5085,-0.1257,"51.5085,-0.1257",AS206067 Hutchison 3G UK Limited,EC1A,Europe/London,United Kingdom,92.40.250.88.threembb.co.uk,,
1241,81.45.52.181,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,181.red-81-45-52.staticip.rima-tde.net,,
1242,188.119.198.23,38,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590","AS49565 EURONA WIRELESS TELECOM, S.A.",08001,Europe/Madrid,Spain,,,
1243,148.245.241.118,38,MX,Guadalajara,Jalisco,20.6668,-103.3918,"20.6668,-103.3918","AS6503 Axtel, S.A.B. de C.V.",59058,America/Mexico_City,Mexico,148-245-241-118.static.axtel.net,,
1244,81.202.246.161,38,ES,Valencia,Valencia,39.4697,-0.3774,"39.4697,-0.3774","AS6739 VODAFONE ONO, S.A.",46001,Europe/Madrid,Spain,81.202.246.161.dyn.user.ono.com,,
1245,2.139.145.206,38,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS3352 TELEFONICA DE ESPANA,08001,Europe/Madrid,Spain,206.red-2-139-145.staticip.rima-tde.net,,
1246,157.56.92.156,38,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
1247,81.45.53.186,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,186.red-81-45-53.staticip.rima-tde.net,,
1248,31.4.193.40,38,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12430 VODAFONE ESPANA S.A.U.,41001,Europe/Madrid,Spain,31-4-193-40.red-acceso.airtel.net,,
1249,77.231.118.89,38,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12430 VODAFONE ESPANA S.A.U.,41001,Europe/Madrid,Spain,din-89-118-231-77.ipcom.comunitel.net,,
1250,83.61.78.120,38,ES,Ourense,Galicia,42.3367,-7.8641,"42.3367,-7.8641",AS3352 TELEFONICA DE ESPANA,32001,Europe/Madrid,Spain,120.red-83-61-78.dynamicip.rima-tde.net,,
1251,190.0.23.203,38,CO,Medellín,Antioquia,6.2518,-75.5636,"6.2518,-75.5636",AS13489 EPM Telecomunicaciones S.A. E.S.P.,050001,America/Bogota,Colombia,wimax-cali-190-0-23-203.orbitel.net.co,,
1252,85.56.28.222,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,222.pool85-56-28.dynamic.orange.es,,
1253,83.37.97.141,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,141.red-83-37-97.dynamicip.rima-tde.net,,
1254,186.74.154.138,38,PA,Panama City,Colón,9.3340,-79.8917,"9.3340,-79.8917",AS11556 Cable & Wireless Panama,,America/Panama,Panama,,,
1255,180.76.6.144,38,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1256,80.30.252.245,38,ES,Torrent,Valencia,39.4370,-0.4655,"39.4370,-0.4655",AS3352 TELEFONICA DE ESPANA,46900,Europe/Madrid,Spain,,,
1257,77.7.126.108,38,DE,Munich,Bavaria,48.1374,11.5755,"48.1374,11.5755",AS6805 Telefonica Germany GmbH & Co.OHG,80331,Europe/Berlin,Germany,dynamic-077-007-126-108.77.7.pool.telefonica.de,,
1258,81.45.55.80,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,80.red-81-45-55.staticip.rima-tde.net,,
1259,188.85.143.18,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,static-18-143-85-188.ipcom.comunitel.net,,
1260,87.111.241.81,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",,28013,Europe/Madrid,Spain,,,
1261,81.45.55.91,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,91.red-81-45-55.staticip.rima-tde.net,,
1262,212.142.206.209,38,ES,Bilbao,Basque Country,43.2627,-2.9253,"43.2627,-2.9253",AS12338 Euskaltel S.A.,48001,Europe/Madrid,Spain,209.212-142-206.dynamic.clientes.euskaltel.es,,
1263,81.45.55.3,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,3.red-81-45-55.staticip.rima-tde.net,,
1264,95.122.191.67,38,ES,Las Rozas de Madrid,Madrid,40.4929,-3.8737,"40.4929,-3.8737",AS3352 TELEFONICA DE ESPANA,28230,Europe/Madrid,Spain,67.red-95-122-191.staticip.rima-tde.net,,
1265,187.133.219.242,38,MX,Zacatecas,Zacatecas,22.7684,-102.5814,"22.7684,-102.5814",AS8151 Uninet S.A. de C.V.,98054,America/Mexico_City,Mexico,dsl-187-133-219-242-dyn.prod-infinitum.com.mx,,
1266,83.52.142.253,38,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS3352 TELEFONICA DE ESPANA,08001,Europe/Madrid,Spain,253.red-83-52-142.dynamicip.rima-tde.net,,
1267,180.76.5.62,38,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-62.crawl.baidu.com,,
1268,80.254.158.220,38,GB,Holborn,England,51.5175,-0.1205,"51.5175,-0.1205",,EC1,Europe/London,United Kingdom,,,
1269,79.146.103.124,38,ES,Málaga,Andalusia,36.7202,-4.4203,"36.7202,-4.4203",AS3352 TELEFONICA DE ESPANA,29001,Europe/Madrid,Spain,124.red-79-146-103.dynamicip.rima-tde.net,,
1270,83.213.184.48,38,ES,Gasteiz / Vitoria,Basque Country,42.8500,-2.6727,"42.8500,-2.6727",AS12338 Euskaltel S.A.,01001,Europe/Madrid,Spain,48.83-213-184.dynamic.clientes.euskaltel.es,,
1271,180.76.5.66,38,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-66.crawl.baidu.com,,
1272,213.143.49.41,38,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS12479 Orange Espagne SA,08001,Europe/Madrid,Spain,,,
1273,180.76.5.59,38,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-59.crawl.baidu.com,,
1274,81.45.52.22,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,22.red-81-45-52.staticip.rima-tde.net,,
1275,83.61.74.86,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,86.red-83-61-74.dynamicip.rima-tde.net,,
1276,180.76.5.148,38,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-148.crawl.baidu.com,,
1277,82.130.171.124,38,ES,Pamplona,Navarre,42.8169,-1.6432,"42.8169,-1.6432",AS12338 Euskaltel S.A.,31001,Europe/Madrid,Spain,124.82-130-171.dynamic.clientes.euskaltel.es,,
1278,180.76.6.225,38,CN,Foshan,Guangdong,23.0268,113.1315,"23.0268,113.1315","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Shanghai,China,,,
1279,2.137.47.70,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,70.red-2-137-47.dynamicip.rima-tde.net,,
1280,81.45.53.80,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,80.red-81-45-53.staticip.rima-tde.net,,
1281,12.145.193.9,38,US,Miami,Florida,25.7743,-80.1937,"25.7743,-80.1937",AS19244 Telmex USA,33101,America/New_York,United States,,,
1282,180.76.5.167,38,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",101-8656,Asia/Tokyo,Japan,baiduspider-180-76-5-167.crawl.baidu.com,,
1283,79.153.241.109,38,ES,Corralejo,Canary Islands,28.7308,-13.8675,"28.7308,-13.8675",AS3352 TELEFONICA DE ESPANA,35660,Atlantic/Canary,Spain,109.red-79-153-241.dynamicip.rima-tde.net,,
1284,195.55.122.82,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,d.inveravante.net,,
1285,46.218.182.2,38,FR,Paris,Île-de-France,48.8534,2.3488,"48.8534,2.3488",AS12670 COMPLETEL SAS,75000,Europe/Paris,France,c1.info.wonderbox.fr,,
1286,79.146.101.156,38,ES,Málaga,Andalusia,36.7202,-4.4203,"36.7202,-4.4203",AS3352 TELEFONICA DE ESPANA,29001,Europe/Madrid,Spain,156.red-79-146-101.dynamicip.rima-tde.net,,
1287,81.45.53.18,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,18.red-81-45-53.staticip.rima-tde.net,,
1288,81.45.52.27,38,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,27.red-81-45-52.staticip.rima-tde.net,,
